22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22
22,22,22,130,131,22,22,22,22,22,22,22,22,22,22,130,131,22,22,22
22,22,22,139,140,22,22,22,22,22,22,22,22,22,22,139,140,22,22,22
22,22,22,6,7,22,22,22,22,22,22,22,22,22,22,6,7,22,22,22
22,22,22,15,16,22,22,22,22,22,22,22,22,22,22,15,16,22,22,22
22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22
22,22,22,22,22,22,108,109,110,30,31,32,33,34,22,22,22,22,22,22
22,22,22,22,22,22,117,118,119,39,40,41,42,43,22,22,22,22,22,22
22,22,22,22,22,22,126,127,128,48,49,50,51,52,22,22,22,22,22,22
22,22,22,22,22,22,135,136,137,57,58,59,60,61,22,22,22,22,22,22
22,22,22,22,22,22,22,22,22,132,133,22,22,22,22,22,22,22,22,22
22,22,22,22,22,22,22,22,22,23,24,22,22,22,22,22,22,22,22,22
22,22,22,130,131,22,22,22,22,22,22,22,22,22,22,130,131,22,22,22
22,22,22,139,140,22,22,22,22,22,22,22,22,22,22,139,140,22,22,22
22,22,22,6,7,22,22,22,22,22,22,25,22,22,22,6,7,22,22,22
22,22,22,15,16,22,22,22,22,22,22,22,22,22,22,15,16,22,22,22
22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22
22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22
22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22
22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22
